Transaction No,Customer ID,Date,Amount
4658,iapetus@me.com,18/12/16,282
4659,iapetus@me.com,16/02/17,282
4660,willg@live.com,30/09/16,216
4661,conteb@gmail.com,24/11/16,246
4662,conteb@gmail.com,01/02/17,246
4663,dsowsy@yahoo.com,02/03/17,120
4664,dsowsy@yahoo.com,01/05/17,120
4665,skippy@att.net,20/02/18,168
4666,skippy@att.net,21/04/18,168
4667,iamcal@sbcglobal.net,14/07/18,90
4668,iamcal@sbcglobal.net,12/09/18,90
4669,vlefevre@me.com,15/07/18,204
4670,vlefevre@me.com,13/09/18,204
4671,martink@gmail.com,16/01/18,246
4672,martink@gmail.com,26/03/18,246
4673,blixem@outlook.com,26/08/16,123
4674,blixem@outlook.com,25/10/16,123
4675,rddesign@verizon.net,09/09/16,201
4676,rddesign@verizon.net,08/11/16,201
4677,benits@sbcglobal.net,22/02/18,123
4678,benits@sbcglobal.net,23/04/18,123
4679,bogjobber@att.net,03/03/17,210
4680,bogjobber@att.net,11/05/17,210
4681,skippy@hotmail.com,29/09/18,135
4682,reziac@sbcglobal.net,02/09/17,183
4683,fwiles@icloud.com,04/11/16,210
4684,fwiles@icloud.com,03/01/17,210
4685,stefano@me.com,07/03/17,234
4686,stefano@me.com,15/05/17,234
4687,pajas@msn.com,18/08/17,180
4688,pajas@msn.com,26/10/17,180
4689,johndo@live.com,29/10/16,204
4690,johndo@live.com,28/12/16,204
4691,wsnyder@aol.com,16/10/16,219
4692,wsnyder@aol.com,15/12/16,219
4693,kspiteri@sbcglobal.net,19/10/17,231
4694,kspiteri@sbcglobal.net,18/12/17,231
4695,gospodin@me.com,29/12/17,102
4696,gospodin@me.com,27/02/18,102
4697,daveed@yahoo.com,04/03/17,186
4698,tubesteak@optonline.net,14/10/16,279
4699,tubesteak@optonline.net,22/12/16,279
4700,isorashi@yahoo.com,25/05/17,111
4701,isorashi@yahoo.com,24/07/17,111
4702,gilmoure@yahoo.com,25/10/17,195
4703,gilmoure@yahoo.com,02/01/18,195
4704,hachi@yahoo.ca,13/02/17,237
4705,hachi@yahoo.ca,14/04/17,237
4706,jfreedma@mac.com,20/08/17,204
4707,jfreedma@mac.com,19/10/17,204
4708,hakim@msn.com,01/12/16,183
4709,hakim@msn.com,30/01/17,183
4710,liedra@gmail.com,20/07/17,249
4711,liedra@gmail.com,18/09/17,249
4712,mccurley@aol.com,26/10/16,198
4713,ewaters@aol.com,05/07/18,201
4714,ewaters@aol.com,12/09/18,201
4715,fukuchi@msn.com,01/08/17,279
4716,fukuchi@msn.com,30/09/17,279
4717,bahwi@comcast.net,01/09/16,177
4718,aschmitz@att.net,13/12/16,270
4719,aschmitz@att.net,11/02/17,270
4720,portele@me.com,18/03/18,198
4721,portele@me.com,17/05/18,198
4722,hling@msn.com,01/04/17,210
4723,hling@msn.com,31/05/17,210
4724,caidaperl@mac.com,22/05/17,135
4725,caidaperl@mac.com,30/07/17,135
4726,tbmaddux@msn.com,08/12/16,255
4727,tbmaddux@msn.com,15/02/17,255
4728,jaesenj@comcast.net,05/05/18,276
4729,jaesenj@comcast.net,04/07/18,276
4730,subir@icloud.com,12/05/18,93
4731,subir@icloud.com,11/07/18,93
4732,bigmauler@sbcglobal.net,24/01/17,279
4733,bigmauler@sbcglobal.net,03/04/17,279
4734,tbusch@mac.com,12/10/16,126
4735,tbusch@mac.com,11/12/16,126
4736,mgreen@att.net,04/11/16,186
4737,mgreen@att.net,03/01/17,186
4738,ubergeeb@att.net,10/09/16,105
4739,pavel@aol.com,30/08/16,279
4740,pdbaby@verizon.net,09/02/17,225
4741,pdbaby@verizon.net,10/04/17,225
4742,ribet@msn.com,07/12/16,108
4743,ribet@msn.com,14/02/17,108
4744,bogjobber@att.net,13/10/16,147
4745,bogjobber@att.net,12/12/16,147
4746,arebenti@mac.com,26/09/17,102
4747,arebenti@mac.com,25/11/17,102
4748,smcnabb@aol.com,01/08/18,210
4749,smcnabb@aol.com,09/10/18,210
4750,dsowsy@verizon.net,11/10/17,174
4751,dsowsy@verizon.net,19/12/17,174
4752,burniske@me.com,24/08/17,189
4753,burniske@me.com,23/10/17,189
4754,sequin@aol.com,21/07/17,123
4755,corrada@outlook.com,06/03/17,252
4756,corrada@outlook.com,14/05/17,252
4757,crobles@optonline.net,10/04/17,243
4758,crobles@optonline.net,18/06/17,243
4759,dgriffith@verizon.net,13/09/18,222
4760,ubergeeb@att.net,20/09/18,174
4761,wikinerd@hotmail.com,20/12/17,279
4762,wikinerd@hotmail.com,18/02/18,279
4763,bachmann@icloud.com,30/01/17,153
4764,bachmann@icloud.com,09/04/17,153
4765,mwitte@comcast.net,12/04/18,171
4766,mwitte@comcast.net,11/06/18,171
4767,lstein@att.net,15/12/16,255
4768,lstein@att.net,13/02/17,255
4769,hahsler@live.com,17/05/17,201
4770,hahsler@live.com,16/07/17,201
4771,animats@me.com,14/03/18,192
4772,animats@me.com,22/05/18,192
4773,whimsy@sbcglobal.net,08/05/17,132
4774,whimsy@sbcglobal.net,07/07/17,132
4775,aaribaud@hotmail.com,22/09/16,162
4776,aaribaud@hotmail.com,21/11/16,162
4777,shrapnull@aol.com,23/10/17,246
4778,shrapnull@aol.com,31/12/17,246
4779,aglassis@yahoo.com,09/02/17,243
4780,aglassis@yahoo.com,10/04/17,243
4781,seebs@me.com,24/10/16,165
4782,seebs@me.com,23/12/16,165
4783,rnewman@mac.com,26/12/17,99
4784,rnewman@mac.com,05/03/18,99
4785,kempsonc@sbcglobal.net,16/09/16,213
4786,cosimo@optonline.net,12/01/17,105
4787,cosimo@optonline.net,22/03/17,105
4788,jadavis@me.com,02/02/17,177
4789,jadavis@me.com,12/04/17,177
4790,yangyan@msn.com,07/12/16,252
4791,yangyan@msn.com,05/02/17,252
4792,demmel@hotmail.com,09/04/18,189
4793,farber@msn.com,08/10/16,117
4794,ateniese@mac.com,14/04/18,207
4795,rsmartin@gmail.com,15/07/18,147
4796,goldberg@att.net,18/06/17,276
4797,goldberg@att.net,17/08/17,276
4798,offthelip@me.com,20/07/17,213
4799,offthelip@me.com,27/09/17,213
4800,msusa@optonline.net,14/09/17,258
4801,msusa@optonline.net,22/11/17,258
4802,mddallara@optonline.net,14/02/17,210
4803,mddallara@optonline.net,15/04/17,210
4804,drewf@yahoo.ca,16/02/18,207
4805,drewf@yahoo.ca,17/04/18,207
4806,carroll@comcast.net,12/02/17,261
4807,carroll@comcast.net,13/04/17,261
4808,heroine@sbcglobal.net,26/06/18,102
4809,heroine@sbcglobal.net,25/08/18,102
4810,steve@att.net,20/12/16,237
4811,steve@att.net,18/02/17,237
4812,matloff@msn.com,16/01/18,240
4813,matloff@msn.com,26/03/18,240
4814,earmstro@optonline.net,07/06/18,99
4815,earmstro@optonline.net,06/08/18,99
4816,bdbrown@msn.com,27/08/16,237
4817,bdbrown@msn.com,04/11/16,237
4818,warrior@me.com,11/05/18,147
4819,warrior@me.com,10/07/18,147
4820,garland@comcast.net,30/03/17,291
4821,garland@comcast.net,29/05/17,291
4822,shazow@me.com,21/09/17,153
4823,shazow@me.com,20/11/17,153
4824,storerm@msn.com,26/08/18,297
4825,storerm@msn.com,25/10/18,297
4826,debest@yahoo.ca,06/04/18,126
4827,debest@yahoo.ca,14/06/18,126
4828,lbaxter@mac.com,09/08/17,105
4829,lbaxter@mac.com,08/10/17,105
4830,gamma@hotmail.com,15/03/17,153
4831,gamma@hotmail.com,14/05/17,153
4832,kassiesa@sbcglobal.net,07/10/17,195
4833,webinc@yahoo.ca,25/12/16,246
4834,webinc@yahoo.ca,23/02/17,246
4835,dsugal@hotmail.com,01/01/18,141
4836,dsugal@hotmail.com,11/03/18,141
4837,avalon@outlook.com,28/01/18,192
4838,avalon@outlook.com,29/03/18,192
4839,arandal@aol.com,26/10/17,165
4840,arandal@aol.com,03/01/18,165
4841,duncand@mac.com,12/11/17,198
4842,duncand@mac.com,20/01/18,198
4843,cgreuter@outlook.com,10/09/17,273
4844,cgreuter@outlook.com,09/11/17,273
4845,twoflower@gmail.com,19/12/16,189
4846,twoflower@gmail.com,17/02/17,189
4847,rkobes@live.com,09/07/17,204
4848,dartlife@mac.com,23/11/17,123
4849,dartlife@mac.com,31/01/18,123
4850,jandrese@sbcglobal.net,24/04/17,105
4851,jmgomez@yahoo.ca,15/04/18,273
4852,bigmauler@optonline.net,11/04/17,246
4853,bigmauler@optonline.net,10/06/17,246
4854,phizntrg@optonline.net,27/06/18,132
4855,kosact@icloud.com,28/11/16,135
4856,cderoove@sbcglobal.net,31/08/17,156
4857,cderoove@sbcglobal.net,30/10/17,156
4858,hakim@me.com,27/05/18,237
4859,hakim@me.com,26/07/18,237
4860,skippy@aol.com,21/09/16,192
4861,caidaperl@comcast.net,07/12/17,225
4862,szymansk@outlook.com,04/01/17,240
4863,szymansk@outlook.com,05/03/17,240
4864,seebs@me.com,17/05/18,246
4865,jimmichie@optonline.net,30/12/16,225
4866,cliffski@icloud.com,24/08/17,177
4867,cliffski@icloud.com,23/10/17,177
4868,crandall@verizon.net,23/12/16,108
4869,crandall@verizon.net,02/03/17,108
4870,gregh@sbcglobal.net,28/09/16,261
4871,gregh@sbcglobal.net,27/11/16,261
4872,munge@gmail.com,09/07/18,210
4873,munge@gmail.com,16/09/18,210
4874,portele@optonline.net,11/11/16,165
4875,portele@optonline.net,10/01/17,165
4876,jelmer@aol.com,30/04/17,189
4877,dmbkiwi@comcast.net,11/05/18,105
4878,dmbkiwi@comcast.net,10/07/18,105
4879,jbailie@att.net,04/03/18,270
4880,jbailie@att.net,03/05/18,270
4881,webinc@gmail.com,14/09/16,99
4882,webinc@gmail.com,22/11/16,99
4883,jguyer@mac.com,16/07/18,255
4884,jguyer@mac.com,14/09/18,255
4885,lushe@outlook.com,29/08/17,246
4886,lushe@outlook.com,28/10/17,246
4887,snunez@msn.com,18/07/17,117
4888,snunez@msn.com,25/09/17,117
4889,pizza@optonline.net,11/09/16,195
4890,petersen@optonline.net,24/06/17,195
4891,petersen@optonline.net,01/09/17,195
4892,bbirth@gmail.com,09/09/18,261
4893,report@me.com,04/12/17,171
4894,report@me.com,02/02/18,171
4895,jmcnamara@gmail.com,27/01/18,201
4896,lipeng@mac.com,08/01/17,297
4897,lipeng@mac.com,09/03/17,297
4898,fallorn@outlook.com,18/10/17,189
4899,fallorn@outlook.com,26/12/17,189
4900,tbeck@live.com,11/03/18,204
4901,tbeck@live.com,10/05/18,204
4902,bjoern@sbcglobal.net,22/07/18,300
4903,bjoern@sbcglobal.net,29/09/18,300
4904,wayward@me.com,10/10/16,126
4905,british@me.com,06/02/18,210
4906,mugwump@me.com,01/10/16,141
4907,jonas@gmail.com,22/10/16,213
4908,cderoove@optonline.net,24/05/17,192
4909,cderoove@optonline.net,01/08/17,192
4910,wonderkid@verizon.net,06/09/16,234
4911,slanglois@yahoo.ca,13/10/16,183
4912,jeteve@mac.com,14/11/17,219
4913,jeteve@mac.com,22/01/18,219
4914,wayward@me.com,28/03/18,255
4915,wayward@me.com,27/05/18,255
4916,moxfulder@msn.com,08/01/18,240
4917,moxfulder@msn.com,18/03/18,240
4918,petersen@optonline.net,13/02/18,108
4919,petersen@optonline.net,14/04/18,108
4920,adamk@att.net,10/04/17,153
4921,adamk@att.net,09/06/17,153
4922,roamer@yahoo.ca,14/01/18,222
4923,roamer@yahoo.ca,15/03/18,222
4924,nachbaur@outlook.com,30/08/16,300
4925,noneme@live.com,06/10/16,102
4926,noneme@live.com,14/12/16,102
4927,jbarta@yahoo.com,27/04/17,186
4928,jbarta@yahoo.com,26/06/17,186
4929,trygstad@comcast.net,28/08/16,270
4930,trygstad@comcast.net,05/11/16,270
4931,scarlet@comcast.net,21/02/18,105
4932,scarlet@comcast.net,22/04/18,105
4933,sabren@outlook.com,29/11/16,180
4934,sabren@outlook.com,28/01/17,180
4935,adillon@optonline.net,05/10/16,231
4936,adillon@optonline.net,04/12/16,231
4937,kspiteri@me.com,24/10/16,183
4938,kspiteri@me.com,01/01/17,183
4939,attwood@yahoo.ca,19/06/17,237
4940,attwood@yahoo.ca,18/08/17,237
4941,mhanoh@yahoo.ca,27/01/17,159
4942,mhanoh@yahoo.ca,06/04/17,159
4943,durist@msn.com,19/10/16,147
4944,mastinfo@sbcglobal.net,04/05/18,297
4945,hampton@comcast.net,16/12/16,210
4946,hampton@comcast.net,14/02/17,210
4947,sthomas@sbcglobal.net,18/10/16,207
4948,sthomas@sbcglobal.net,17/12/16,207
4949,hwestiii@yahoo.com,22/11/16,252
4950,hwestiii@yahoo.com,21/01/17,252
4951,louise@mac.com,10/04/18,294
4952,louise@mac.com,18/06/18,294
4953,claesjac@aol.com,17/12/17,180
4954,claesjac@aol.com,24/02/18,180
4955,falcao@optonline.net,12/12/17,162
4956,falcao@optonline.net,10/02/18,162
4957,uraeus@optonline.net,27/01/17,234
4958,duchamp@outlook.com,02/12/16,126
4959,duchamp@outlook.com,31/01/17,126
4960,paina@mac.com,12/06/18,162
4961,jfinke@live.com,19/04/17,198
4962,jfinke@live.com,27/06/17,198
4963,jwarren@me.com,22/04/18,237
4964,jwarren@me.com,21/06/18,237
4965,sakusha@hotmail.com,08/07/18,186
4966,sakusha@hotmail.com,15/09/18,186
4967,darin@gmail.com,29/09/16,264
4968,darin@gmail.com,28/11/16,264
4969,flavell@att.net,07/02/17,144
4970,flavell@att.net,17/04/17,144
4971,aracne@verizon.net,20/07/18,93
4972,aracne@verizon.net,18/09/18,93
4973,kassiesa@att.net,25/05/17,120
4974,kassiesa@att.net,24/07/17,120
4975,chaikin@yahoo.com,15/07/18,276
4976,chaikin@yahoo.com,13/09/18,276
4977,naoya@icloud.com,17/03/18,228
4978,naoya@icloud.com,16/05/18,228
4979,seebs@me.com,13/07/17,153
4980,seebs@me.com,11/09/17,153
4981,cyrus@me.com,24/10/16,264
4982,ribet@icloud.com,12/01/18,123
4983,rfoley@yahoo.ca,12/10/16,138
4984,rfoley@yahoo.ca,11/12/16,138
4985,zyghom@sbcglobal.net,30/03/18,240
4986,zyghom@sbcglobal.net,29/05/18,240
4987,payned@live.com,20/11/17,138
4988,payned@live.com,19/01/18,138
4989,klaudon@comcast.net,03/01/18,132
4990,chaki@hotmail.com,12/01/17,174
4991,chaki@hotmail.com,22/03/17,174
4992,mcmillan@hotmail.com,21/09/16,96
4993,wortmanj@verizon.net,30/03/18,219
4994,dogdude@yahoo.ca,13/09/17,225
4995,dogdude@yahoo.ca,12/11/17,225
4996,cgreuter@live.com,16/07/18,252
4997,cisugrad@hotmail.com,19/04/17,279
4998,cisugrad@hotmail.com,18/06/17,279
4999,bmcmahon@hotmail.com,01/07/18,150
5000,bmcmahon@hotmail.com,08/09/18,150
5001,crypt@hotmail.com,17/06/17,219
5002,crypt@hotmail.com,16/08/17,219
5003,petersko@me.com,22/08/17,234
5004,petersko@me.com,30/10/17,234
5005,johndo@live.com,11/09/16,264
5006,johndo@live.com,10/11/16,264
5007,chronos@verizon.net,24/08/16,129
5008,grdschl@yahoo.ca,20/10/17,93
5009,grdschl@yahoo.ca,19/12/17,93
5010,majordick@me.com,31/08/16,159
5011,majordick@me.com,30/10/16,159
5012,stevelim@comcast.net,10/04/17,201
5013,stevelim@comcast.net,09/06/17,201
5014,johndo@gmail.com,21/06/18,201
5015,miyop@icloud.com,30/06/17,225
5016,miyop@icloud.com,29/08/17,225
5017,ryanshaw@aol.com,30/10/16,132
5018,ryanshaw@aol.com,29/12/16,132
5019,zwood@comcast.net,20/04/18,165
5020,zwood@comcast.net,28/06/18,165
5021,esbeck@gmail.com,11/01/18,282
5022,esbeck@gmail.com,12/03/18,282
5023,kannan@sbcglobal.net,24/07/18,171
5024,kannan@sbcglobal.net,22/09/18,171
5025,neonatus@live.com,20/08/18,147
5026,neonatus@live.com,28/10/18,147
5027,konst@outlook.com,20/03/17,114
5028,konst@outlook.com,19/05/17,114
5029,bastian@me.com,26/11/17,246
5030,bastian@me.com,03/02/18,246
5031,wmszeliga@icloud.com,18/02/18,204
5032,wmszeliga@icloud.com,19/04/18,204
5033,duchamp@gmail.com,25/06/18,144
5034,jaxweb@gmail.com,23/10/16,228
5035,jaxweb@gmail.com,22/12/16,228
5036,carroll@mac.com,09/04/17,135
5037,carroll@mac.com,08/06/17,135
5038,sinclair@me.com,19/11/17,231
5039,sfoskett@live.com,23/07/17,210
5040,cremonini@msn.com,21/05/18,159
5041,cremonini@msn.com,29/07/18,159
5042,warrior@me.com,10/10/17,279
5043,stomv@sbcglobal.net,16/06/18,225
5044,stomv@sbcglobal.net,24/08/18,225
5045,johnh@msn.com,22/02/17,210
5046,thaljef@gmail.com,08/04/17,291
5047,thaljef@gmail.com,07/06/17,291
5048,parrt@comcast.net,01/11/16,183
5049,parrt@comcast.net,31/12/16,183
5050,reziac@sbcglobal.net,14/06/18,177
5051,reziac@sbcglobal.net,22/08/18,177
5052,cosimo@hotmail.com,20/07/17,234
5053,terjesa@hotmail.com,24/06/18,240
5054,terjesa@hotmail.com,23/08/18,240
5055,steve@sbcglobal.net,12/01/17,138
5056,steve@sbcglobal.net,22/03/17,138
5057,stellaau@sbcglobal.net,25/04/18,189
5058,stellaau@sbcglobal.net,24/06/18,189
5059,miturria@verizon.net,05/02/17,297
5060,miturria@verizon.net,06/04/17,297
5061,phyruxus@comcast.net,16/10/16,120
5062,phyruxus@comcast.net,15/12/16,120
5063,monopole@optonline.net,05/06/18,234
5064,attwood@me.com,14/08/18,156
5065,fudrucker@aol.com,19/04/17,177
5066,fudrucker@aol.com,18/06/17,177
5067,arebenti@icloud.com,07/10/16,225
5068,arebenti@icloud.com,06/12/16,225
5069,saridder@msn.com,31/07/18,249
5070,saridder@msn.com,29/09/18,249
5071,isotopian@gmail.com,13/02/17,261
5072,isotopian@gmail.com,14/04/17,261
5073,martink@gmail.com,19/06/17,246
5074,martink@gmail.com,18/08/17,246
5075,shazow@gmail.com,19/12/17,270
5076,shazow@gmail.com,17/02/18,270
5077,knorr@mac.com,08/11/17,93
5078,knorr@mac.com,07/01/18,93
5079,rjones@aol.com,27/04/18,156
5080,rjones@aol.com,05/07/18,156
5081,pakaste@optonline.net,16/03/18,96
5082,bockelboy@live.com,11/08/18,228
5083,bockelboy@live.com,10/10/18,228
5084,farber@att.net,03/08/18,177
5085,farber@att.net,02/10/18,177
5086,reziac@icloud.com,09/10/17,276
5087,reziac@icloud.com,17/12/17,276
5088,gamma@yahoo.com,16/10/16,132
5089,punkis@aol.com,24/11/17,192
5090,skoch@sbcglobal.net,06/06/17,285
5091,skoch@sbcglobal.net,05/08/17,285
5092,slanglois@comcast.net,30/07/17,246
5093,sethbrown@att.net,05/08/18,231
5094,sethbrown@att.net,13/10/18,231
5095,bhtower@yahoo.com,08/09/17,270
5096,bhtower@yahoo.com,16/11/17,270
5097,gerlo@mac.com,18/07/18,189
5098,gerlo@mac.com,16/09/18,189
5099,kaiser@comcast.net,26/10/18,180
5100,wilsonpm@gmail.com,27/09/16,264
5101,mjewell@outlook.com,22/02/17,159
5102,mjewell@outlook.com,02/05/17,159
5103,vertigo@aol.com,11/03/18,288
5104,vertigo@aol.com,10/05/18,288
5105,jshearer@sbcglobal.net,29/09/16,252
5106,jshearer@sbcglobal.net,28/11/16,252
5107,msusa@optonline.net,05/08/18,201
5108,msusa@optonline.net,04/10/18,201
5109,bmidd@verizon.net,25/07/18,111
5110,bmidd@verizon.net,23/09/18,111
5111,kildjean@sbcglobal.net,06/06/17,246
5112,kildjean@sbcglobal.net,14/08/17,246
5113,esbeck@att.net,25/08/16,138
5114,alfred@mac.com,01/02/18,279
5115,alfred@mac.com,02/04/18,279
5116,jsmith@mac.com,05/07/17,189
5117,jsmith@mac.com,03/09/17,189
5118,ijackson@msn.com,03/01/18,198
5119,itstatus@verizon.net,27/06/17,174
5120,itstatus@verizon.net,26/08/17,174
5121,tubajon@hotmail.com,15/07/18,258
5122,tubajon@hotmail.com,13/09/18,258
5123,esbeck@sbcglobal.net,09/11/17,153
5124,esbeck@sbcglobal.net,08/01/18,153
5125,scitext@aol.com,10/11/17,297
5126,scitext@aol.com,09/01/18,297
5127,crusader@icloud.com,20/12/17,204
5128,crusader@icloud.com,18/02/18,204
5129,noneme@optonline.net,15/03/17,201
5130,noneme@optonline.net,14/05/17,201
5131,empathy@verizon.net,06/12/17,159
5132,juerd@live.com,21/07/17,261
5133,juerd@live.com,28/09/17,261
5134,froodian@aol.com,14/11/16,123
5135,froodian@aol.com,13/01/17,123
5136,kannan@yahoo.ca,24/01/18,99
5137,kannan@yahoo.ca,03/04/18,99
5138,pedwards@verizon.net,24/03/18,132
5139,munge@verizon.net,28/06/18,225
5140,munge@verizon.net,27/08/18,225
5141,bryam@verizon.net,22/01/18,93
5142,bryam@verizon.net,23/03/18,93
5143,murdocj@att.net,05/05/18,132
5144,wenzlaff@comcast.net,01/11/17,180
5145,wenzlaff@comcast.net,31/12/17,180
5146,msherr@att.net,17/06/18,144
5147,msherr@att.net,25/08/18,144
5148,matloff@yahoo.ca,22/05/17,294
5149,ghaviv@hotmail.com,24/12/16,180
5150,ghaviv@hotmail.com,22/02/17,180
5151,dialworld@sbcglobal.net,03/01/17,198
5152,scarolan@msn.com,09/03/17,237
5153,scarolan@msn.com,08/05/17,237
5154,vertigo@comcast.net,14/05/18,102
5155,vertigo@comcast.net,13/07/18,102
5156,durist@aol.com,28/01/17,189
5157,durist@aol.com,29/03/17,189
5158,flaviog@yahoo.com,01/03/17,252
5159,flaviog@yahoo.com,09/05/17,252
5160,hoyer@aol.com,09/04/17,270
5161,barnett@icloud.com,29/05/17,207
5162,barnett@icloud.com,06/08/17,207
5163,maneesh@yahoo.com,06/12/16,219
5164,maneesh@yahoo.com,04/02/17,219
5165,lstein@att.net,14/10/18,153
5166,hoyer@aol.com,16/03/17,177
5167,hoyer@aol.com,15/05/17,177
5168,paulv@comcast.net,20/06/17,126
5169,paulv@comcast.net,19/08/17,126
5170,drezet@aol.com,19/07/18,192
5171,drezet@aol.com,26/09/18,192
5172,spadkins@msn.com,22/05/18,96
5173,spadkins@msn.com,21/07/18,96
5174,tubesteak@att.net,15/12/17,279
5175,tubesteak@att.net,13/02/18,279
5176,kildjean@hotmail.com,19/08/18,96
5177,kildjean@hotmail.com,27/10/18,96
5178,bhtower@gmail.com,03/03/18,258
5179,mosses@icloud.com,22/12/17,282
5180,mosses@icloud.com,20/02/18,282
5181,gommix@msn.com,24/12/17,297
5182,gommix@msn.com,22/02/18,297
5183,ralamosm@mac.com,25/08/17,234
5184,ralamosm@mac.com,24/10/17,234
5185,howler@yahoo.ca,19/01/18,144
5186,howler@yahoo.ca,29/03/18,144
5187,adillon@optonline.net,13/04/17,93
5188,adillon@optonline.net,12/06/17,93
5189,andersbr@yahoo.ca,22/05/18,93
5190,melnik@outlook.com,23/11/16,162
5191,melnik@outlook.com,31/01/17,162
5192,baveja@aol.com,18/08/17,234
5193,aschmitz@att.net,21/06/17,300
5194,aschmitz@att.net,29/08/17,300
5195,loscar@me.com,25/04/17,207
5196,loscar@me.com,24/06/17,207
5197,hakim@comcast.net,29/09/17,282
5198,hakim@comcast.net,28/11/17,282
5199,mugwump@att.net,14/12/16,135
5200,mugwump@att.net,12/02/17,135
5201,mgreen@att.net,01/02/18,93
5202,mgreen@att.net,11/04/18,93
5203,kspiteri@me.com,09/06/18,192
5204,kspiteri@me.com,08/08/18,192
5205,meder@aol.com,03/08/18,243
5206,meder@aol.com,11/10/18,243
5207,vlefevre@yahoo.ca,20/03/17,141
5208,vlefevre@yahoo.ca,19/05/17,141
5209,bancboy@msn.com,31/10/17,207
5210,bancboy@msn.com,08/01/18,207
5211,jtorkbob@yahoo.com,21/11/16,231
5212,jtorkbob@yahoo.com,20/01/17,231
5213,eimear@mac.com,29/10/16,105
5214,eimear@mac.com,28/12/16,105
5215,cremonini@comcast.net,03/11/17,264
5216,mjewell@mac.com,17/11/17,237
5217,mjewell@mac.com,16/01/18,237
5218,raides@yahoo.ca,01/05/18,198
5219,raides@yahoo.ca,30/06/18,198
5220,munge@optonline.net,24/10/16,141
5221,bryanw@yahoo.com,29/10/17,186
5222,bryanw@yahoo.com,28/12/17,186
5223,cosimo@hotmail.com,26/09/16,198
5224,starstuff@hotmail.com,22/11/17,258
5225,starstuff@hotmail.com,30/01/18,258
5226,whimsy@verizon.net,27/01/18,276
5227,whimsy@verizon.net,28/03/18,276
5228,meder@aol.com,08/09/16,105
5229,drezet@gmail.com,03/01/17,255
5230,conteb@att.net,16/05/18,174
5231,conteb@att.net,15/07/18,174
5232,weidai@aol.com,27/03/18,126
5233,thassine@att.net,12/05/17,228
5234,thassine@att.net,11/07/17,228
5235,amichalo@verizon.net,29/09/16,225
5236,kayvonf@icloud.com,05/11/17,264
5237,kayvonf@icloud.com,04/01/18,264
5238,pavel@outlook.com,03/10/16,240
5239,pavel@outlook.com,02/12/16,240
5240,sassen@me.com,20/12/17,132
5241,sassen@me.com,27/02/18,132
5242,nicktrig@att.net,05/09/17,252
5243,hling@aol.com,03/07/18,261
5244,hling@aol.com,01/09/18,261
5245,chunzi@aol.com,19/06/18,108
5246,chunzi@aol.com,27/08/18,108
5247,formis@sbcglobal.net,19/10/17,108
5248,schumer@optonline.net,21/04/17,288
5249,fwitness@att.net,14/07/17,177
5250,fwitness@att.net,12/09/17,177
5251,kourai@live.com,07/10/17,294
5252,kourai@live.com,06/12/17,294
5253,imightb@me.com,19/01/17,108
5254,jyoliver@live.com,28/12/17,204
5255,jyoliver@live.com,07/03/18,204
5256,wainwrig@aol.com,29/03/17,204
5257,wainwrig@aol.com,06/06/17,204
5258,epeeist@att.net,27/11/17,234
5259,epeeist@att.net,26/01/18,234
5260,josem@sbcglobal.net,04/10/16,120
5261,yangyan@att.net,17/05/18,228
5262,yangyan@att.net,16/07/18,228
5263,jrifkin@verizon.net,29/07/18,114
5264,jrifkin@verizon.net,06/10/18,114
5265,johnh@icloud.com,07/08/17,183
5266,muzzy@msn.com,18/02/17,243
5267,djupedal@optonline.net,24/05/17,279
5268,djupedal@optonline.net,23/07/17,279
5269,cmdrgravy@live.com,24/09/16,198
5270,birddog@att.net,09/08/17,129
5271,birddog@att.net,17/10/17,129
5272,boomzilla@outlook.com,30/03/17,174
5273,boomzilla@outlook.com,29/05/17,174
5274,tattooman@me.com,04/10/16,99
5275,tattooman@me.com,03/12/16,99
5276,blixem@optonline.net,19/06/18,171
5277,blixem@optonline.net,18/08/18,171
5278,pkplex@att.net,17/04/18,282
5279,carcus@gmail.com,10/10/17,159
5280,carcus@gmail.com,18/12/17,159
5281,boein@hotmail.com,26/02/18,225
5282,sbmrjbr@gmail.com,15/01/18,168
5283,pgolle@gmail.com,13/05/17,234
5284,jmorris@yahoo.com,10/07/17,225
5285,jmorris@yahoo.com,08/09/17,225
5286,mbalazin@me.com,07/09/17,123
5287,mbalazin@me.com,06/11/17,123
5288,sriha@yahoo.ca,25/03/18,90
5289,sriha@yahoo.ca,24/05/18,90
5290,dunstan@me.com,18/07/18,234
5291,dunstan@me.com,25/09/18,234
5292,linuxhack@optonline.net,14/11/17,228
5293,kspiteri@sbcglobal.net,28/08/18,231
5294,kspiteri@sbcglobal.net,27/10/18,231
5295,jfinke@hotmail.com,14/06/18,234
5296,brainless@optonline.net,11/07/18,228
5297,brainless@optonline.net,09/09/18,228
5298,tkrotchko@att.net,04/11/17,204
5299,shaffei@att.net,20/04/17,141
5300,shaffei@att.net,19/06/17,141
5301,payned@live.com,10/04/18,123
5302,payned@live.com,09/06/18,123
5303,bradl@att.net,19/12/17,123
5304,bradl@att.net,17/02/18,123
5305,nullchar@msn.com,03/10/16,108
5306,wenzlaff@comcast.net,25/08/16,111
5307,chaki@sbcglobal.net,26/08/16,126
5308,mcnihil@yahoo.com,20/02/17,153
